date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
14-05-18,shot,gun,24,M,B,Clinton,MD,FALSE,attack,Not fleeing,FALSE,-76.882,38.769
14-05-18,shot,unarmed,20,M,W,Royal Oak,MI,FALSE,attack,Not fleeing,FALSE,-83.127,42.482
14-05-18,shot,gun,54,M,W,Wales,ME,FALSE,attack,Not fleeing,FALSE,-70.08,44.155
14-05-18,shot,gun,53,M,W,Quincy,IL,FALSE,other,Not fleeing,FALSE,-91.398,39.916
14-05-18,shot,gun,36,M,H,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,-98.47,29.412
14-05-18,shot and Tasered,unarmed,24,M,B,Richmond,VA,FALSE,attack,Car,TRUE,-77.442,37.553
15-05-18,shot,gun,34,M,W,Lake Mary,FL,FALSE,other,Car,FALSE,-81.347,28.756
16-05-18,shot,knife,59,M,W,Martins Ferry,OH,FALSE,other,Not fleeing,FALSE,-80.743,40.1
17-05-18,shot,gun,34,M,W,Norman,OK,FALSE,attack,Not fleeing,FALSE,-97.257,35.22
18-05-18,shot,gun,,M,,Plymouth Township,MI,TRUE,attack,Foot,FALSE,-83.42,42.353
18-05-18,shot,unknown weapon,29,M,H,Laredo,TX,FALSE,other,,FALSE,-99.489,27.442
18-05-18,shot,hatchet,24,M,W,Gresham,OR,FALSE,other,Car,FALSE,-122.468,45.483
19-05-18,shot,,77,M,W,Sunridge,NV,FALSE,attack,,FALSE,-119.772,39.093
19-05-18,shot,gun,30,M,W,Columbus,OH,FALSE,attack,Not fleeing,FALSE,-83.035,39.956
19-05-18,shot,gun,36,M,H,Pueblo,CO,FALSE,attack,Not fleeing,FALSE,-104.488,38.273
20-05-18,shot,gun,36,M,W,Baxter,KY,FALSE,other,Foot,FALSE,-83.329,36.863
21-05-18,shot,gun,58,M,W,Joshua Tree,CA,TRUE,attack,Foot,FALSE,-116.37,34.121
21-05-18,shot,,47,M,B,West Memphis,AR,FALSE,attack,Car,FALSE,,
22-05-18,shot,knife,49,M,H,Mathis,TX,FALSE,other,Not fleeing,FALSE,-97.835,28.099
23-05-18,shot,gun,31,F,W,Gurnee,IL,FALSE,attack,Foot,FALSE,-87.943,42.38
23-05-18,shot,knife,25,M,W,Fox Crossing,WI,TRUE,other,Not fleeing,FALSE,,
23-05-18,shot,unarmed,20,F,H,Rio Bravo,TX,FALSE,attack,Not fleeing,FALSE,-99.48,27.364
24-05-18,shot,unarmed,30,M,W,Citra,FL,FALSE,attack,Foot,TRUE,-82.11,29.412
24-05-18,shot,unarmed,33,M,W,Cleveland,OH,TRUE,attack,Not fleeing,FALSE,-81.68,41.515
25-05-18,shot,vehicle,29,M,W,Dumas,TX,FALSE,attack,Not fleeing,FALSE,-101.999,36.033
25-05-18,shot,knife,,M,,Mountain Home,ID,FALSE,other,Car,FALSE,-115.691,43.133
25-05-18,shot,knife,31,M,W,Fort Morgan,CO,TRUE,other,Not fleeing,FALSE,-103.773,40.253
26-05-18,shot,gun,51,M,W,Silsbee,TX,FALSE,other,Not fleeing,FALSE,-94.178,30.349
27-05-18,shot,knife,42,M,H,San Diego,CA,TRUE,other,Not fleeing,TRUE,-117.084,32.564
27-05-18,shot,gun,67,M,W,Grand Junction,CO,FALSE,attack,Not fleeing,FALSE,-108.511,39.077
27-05-18,shot,knife,,M,,Everton,MO,TRUE,other,Not fleeing,FALSE,,
28-05-18,shot,gun,23,M,W,West Jordan,UT,FALSE,attack,Car,FALSE,,
29-05-18,shot,gun,34,M,N,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,-112.121,33.575
29-05-18,shot,metal pipe,51,M,H,Riverbank,CA,FALSE,attack,Not fleeing,FALSE,-120.94,37.74
29-05-18,shot,toy weapon,19,M,W,Cottonwood Heights,UT,FALSE,other,Foot,FALSE,-111.828,40.63
30-05-18,shot,pick-axe,29,M,H,Los Angeles,CA,FALSE,attack,Foot,TRUE,-118.43,34.268
30-05-18,shot,gun,23,M,B,Florida City,FL,FALSE,undetermined,Not fleeing,FALSE,-80.48,25.461
31-05-18,shot,knife,46,F,W,Fullerton,CA,TRUE,other,Not fleeing,FALSE,-117.898,33.874
31-05-18,shot,knife,42,M,B,Thomasville,NC,FALSE,attack,Car,FALSE,-80.076,35.908
01-06-18,shot,unarmed,21,M,H,Dundee,FL,FALSE,attack,Not fleeing,FALSE,-81.612,28.027
01-06-18,shot,knife,55,M,A,Honolulu,HI,TRUE,attack,Not fleeing,FALSE,-158.005,21.391
01-06-18,shot,knife,,M,W,Torrance,CA,FALSE,other,Not fleeing,FALSE,-118.352,33.85
02-06-18,shot,,43,M,B,Chicago,IL,FALSE,attack,Car,FALSE,-87.765,41.872
03-06-18,shot,unarmed,32,M,H,Chickasha,OK,FALSE,other,Car,FALSE,-97.936,35.053
03-06-18,shot,ax,,M,,Mecca,CA,FALSE,other,Not fleeing,FALSE,-116.079,33.569
03-06-18,shot,gun,34,M,H,Jurupa Valley,CA,FALSE,attack,Car,FALSE,-117.482,34.013
04-06-18,shot,gun,40,M,W,Springfield,MO,FALSE,attack,Foot,FALSE,-93.307,37.236
05-06-18,shot,gun,55,M,H,Pearland,TX,TRUE,attack,Not fleeing,FALSE,-95.286,29.571
05-06-18,shot,gun,20,M,W,Wilmington,NC,TRUE,other,Not fleeing,FALSE,-77.836,34.285
06-06-18,shot,gun,24,M,B,Chicago,IL,FALSE,other,,FALSE,-87.619,41.81
06-06-18,shot,glass shard,43,M,H,Merrick,NY,FALSE,other,,FALSE,-73.563,40.665
06-06-18,shot,gun,56,M,W,LaGrange,GA,TRUE,attack,Not fleeing,FALSE,-85.032,33.036
06-06-18,shot,gun,47,M,W,Delaware,OH,TRUE,other,Not fleeing,FALSE,-83.038,40.295
07-06-18,shot,gun,33,M,W,Albuquerque,NM,FALSE,attack,Car,FALSE,-106.638,35.069
07-06-18,shot,knife,20,F,W,Austin,TX,FALSE,other,,TRUE,-97.698,30.198
07-06-18,shot,gun,28,M,B,Gary,IN,FALSE,attack,Not fleeing,FALSE,-87.346,41.593
07-06-18,shot,gun,50,M,W,Benton City,WA,FALSE,other,Not fleeing,FALSE,-119.488,46.263
08-06-18,shot,unarmed,36,M,W,Madison County,MS,FALSE,undetermined,Not fleeing,FALSE,-90.058,32.456
08-06-18,shot,gun,47,M,W,Hardwick,NJ,TRUE,attack,Car,FALSE,-75.038,41.031
09-06-18,shot,vehicle,36,F,B,Deptford,NJ,FALSE,other,Car,FALSE,-75.097,39.838
09-06-18,shot,gun,49,M,W,Temple,TX,FALSE,attack,Not fleeing,FALSE,-97.372,31.076
10-06-18,shot,unknown weapon,34,M,W,Westminister,CO,FALSE,other,Foot,FALSE,-105.084,39.863
11-06-18,shot,unarmed,41,M,B,Silver Spring,MD,TRUE,attack,Not fleeing,TRUE,-77.014,39.005
11-06-18,shot,knife,29,M,H,Whittier,CA,FALSE,other,Car,FALSE,-118.024,33.982
12-06-18,shot,gun,34,M,B,Danville,IL,FALSE,attack,Car,FALSE,-87.642,40.142
12-06-18,shot,unarmed,34,M,W,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,-112.074,33.488
12-06-18,shot,gun,22,M,B,Washington,DC,FALSE,attack,Not fleeing,FALSE,-77.006,38.877
12-06-18,shot,gun,26,M,B,Monroe,GA,TRUE,attack,,FALSE,-83.751,33.893
12-06-18,shot,knife,32,M,W,Hardwick,NJ,FALSE,other,Not fleeing,FALSE,-74.919,41.023
13-06-18,shot,gun,,M,,Denver,CO,FALSE,attack,Foot,FALSE,-104.979,39.74
13-06-18,shot,gun,44,M,W,Pike County,OH,FALSE,attack,Not fleeing,FALSE,-83.092,39.013
13-06-18,shot,toy weapon,21,M,W,Eustis,FL,TRUE,attack,Not fleeing,FALSE,-81.685,28.84
14-06-18,shot,gun,,F,,Denver,CO,FALSE,attack,Not fleeing,FALSE,-105.003,39.822
14-06-18,shot,gun,29,M,H,Hall County,GA,FALSE,attack,Foot,FALSE,-83.856,34.262
14-06-18,shot,gun and car,18,M,B,Las Vegas,NV,FALSE,attack,Car,FALSE,-115.021,36.189
14-06-18,shot,gun,33,M,B,Kansas City,MO,FALSE,attack,Not fleeing,FALSE,-94.586,39.1
14-06-18,shot,sword,28,F,W,Kansas City,MO,FALSE,undetermined,Not fleeing,FALSE,-94.531,39.163
14-06-18,shot,gun,,M,W,Kansas City,MO,TRUE,other,Not fleeing,FALSE,-94.586,39.1
14-06-18,shot,gun,40,M,H,Kirkland,WA,FALSE,other,Not fleeing,FALSE,-122.176,47.731
15-06-18,shot,unarmed,40,M,W,Nokomis,IL,FALSE,other,Foot,FALSE,-89.289,39.307
16-06-18,shot,toy weapon,53,M,,Mesa,AZ,FALSE,attack,Not fleeing,FALSE,-111.771,33.452
16-06-18,shot,knife,37,M,B,Warwick,NY,FALSE,other,Not fleeing,FALSE,-74.36,41.259
16-06-18,shot,unarmed,47,M,H,Albuquerque,NM,FALSE,attack,Car,FALSE,-106.622,35.075
16-06-18,shot,knife,30,M,,Van Nuys,CA,TRUE,attack,Not fleeing,FALSE,-118.444,34.187
16-06-18,shot,gun,48,M,,Phoenix,AZ,FALSE,attack,Car,FALSE,-112.134,33.568
17-06-18,shot,gun,33,M,B,Trenton,NJ,FALSE,attack,Not fleeing,FALSE,-74.753,40.209
17-06-18,shot,gun,44,M,H,South Salt Lake,UT,FALSE,other,Not fleeing,FALSE,-111.879,40.702
19-06-18,shot,gun,65,M,W,Cumming,GA,FALSE,attack,Not fleeing,FALSE,-84.231,34.231
19-06-18,shot,gun,20,M,B,Stone Mountain,GA,FALSE,attack,Not fleeing,FALSE,-84.196,33.754
19-06-18,shot,unarmed,17,M,B,Pittsburgh,PA,FALSE,undetermined,Foot,FALSE,-79.839,40.397
19-06-18,shot,knife,55,M,W,Tucumcari,NM,FALSE,attack,Not fleeing,FALSE,-103.733,35.167
20-06-18,shot,unarmed,33,M,B,Kingsland,GA,FALSE,attack,Foot,TRUE,-81.653,30.789
20-06-18,shot,gun,29,M,,Parma,OH,FALSE,attack,Not fleeing,FALSE,-81.77,41.395
20-06-18,shot,metal pole,44,M,W,Bend,OR,FALSE,other,Not fleeing,FALSE,-121.261,44.092
22-06-18,shot,knife,37,M,W,Fairfield,OH,FALSE,attack,Not fleeing,FALSE,-84.565,39.314
22-06-18,shot,knife,32,M,B,Atlantic City,NJ,FALSE,attack,Not fleeing,TRUE,-74.435,39.368
22-06-18,shot,knife,31,M,W,Harrisonburg,VA,FALSE,attack,Not fleeing,FALSE,-78.849,38.436
22-06-18,shot,toy weapon,,M,,Inglewood,CA,TRUE,attack,Not fleeing,FALSE,-118.355,33.963
22-06-18,shot,knife,20,M,W,Albany,NY,TRUE,attack,Not fleeing,FALSE,-73.778,42.667
23-06-18,shot,gun,30,M,B,Minneapolis,MN,FALSE,attack,Foot,TRUE,-93.289,45.042
23-06-18,shot,knife,25,M,B,Monroe,LA,FALSE,attack,Not fleeing,FALSE,-92.097,32.492
23-06-18,shot,gun,,M,,San Diego,CA,FALSE,attack,Not fleeing,FALSE,-117.169,32.722
23-06-18,shot,gun,47,M,W,Coos Bay,OR,FALSE,attack,Not fleeing,FALSE,-124.217,43.358
23-06-18,shot,gun and knife,48,M,W,Meridian,ID,FALSE,other,Not fleeing,FALSE,-116.404,43.623
23-06-18,shot,gun,38,M,,Centennial,CO,FALSE,attack,Car,FALSE,-104.904,39.602
23-06-18,shot,bow and arrow,32,M,O,North Shore,HI,TRUE,attack,Not fleeing,FALSE,-158.036,21.68
25-06-18,shot,unknown weapon,18,M,H,Galveston,TX,FALSE,undetermined,,FALSE,-94.827,29.289
25-06-18,shot,gun,29,M,W,Garland,TX,FALSE,attack,Car,FALSE,-96.671,32.868
25-06-18,shot,gun,30,M,W,Grenada,MS,FALSE,other,Car,FALSE,-89.838,33.721
25-06-18,shot,gun,36,M,,Prompton,PA,TRUE,attack,Not fleeing,FALSE,-75.334,41.581
27-06-18,shot,gun,39,M,W,Aurora,CO,FALSE,attack,Foot,FALSE,-104.884,39.74
29-06-18,shot,gun,36,M,H,Aurora,CO,FALSE,attack,Car,TRUE,-104.819,39.726
29-06-18,shot,gun,36,M,W,Russellville,AR,FALSE,attack,Not fleeing,FALSE,-93.138,35.289
29-06-18,shot,gun,54,M,W,Dade City,FL,TRUE,attack,Not fleeing,FALSE,-82.144,28.287
29-06-18,shot,unknown weapon,27,M,B,Pomona,CA,FALSE,undetermined,Car,FALSE,-117.812,34.046
29-06-18,shot,gun,45,M,W,Portland,OR,FALSE,undetermined,,FALSE,-122.685,45.51
29-06-18,shot,gun,19,M,B,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,-112.145,33.514
29-06-18,shot,ax,36,M,W,North Pole,AK,FALSE,other,,FALSE,-147.425,64.811
29-06-18,shot,knife,33,M,W,Lawrenceburg,TN,FALSE,other,Foot,FALSE,-87.323,35.266
29-06-18,shot,gun,56,M,W,Waterford Township,MI,TRUE,attack,Car,FALSE,-83.35,42.69
01-07-18,shot,metal object,,M,,Santa Ana,CA,FALSE,undetermined,Not fleeing,FALSE,-117.874,33.748
01-07-18,shot,gun,33,M,W,Boise,ID,FALSE,attack,Foot,FALSE,-116.296,43.587
01-07-18,shot,sword,60,M,A,Grandview,MO,FALSE,other,Not fleeing,FALSE,-94.524,38.855
01-07-18,shot,knife,26,M,W,Panora,IA,FALSE,other,Not fleeing,FALSE,-94.371,41.692
03-07-18,shot,gun,52,M,W,South Elgin,IL,FALSE,attack,Not fleeing,FALSE,-88.299,41.985
03-07-18,shot,knife,40,M,B,Fayetteville,NC,FALSE,attack,Not fleeing,FALSE,-78.971,35.045
03-07-18,shot,gun,33,M,B,Chicago,IL,FALSE,other,Foot,TRUE,-87.743,41.886
03-07-18,shot and Tasered,knife,41,M,W,Lawton,OK,FALSE,attack,Not fleeing,FALSE,,
04-07-18,shot,gun,35,M,,Spalding County,GA,TRUE,attack,Not fleeing,TRUE,-84.345,33.285
04-07-18,shot,knife,32,M,N,Pueblo,CO,FALSE,attack,Not fleeing,FALSE,-104.613,38.246
04-07-18,shot,gun,34,M,H,Red Bluff,CA,TRUE,attack,Not fleeing,FALSE,-122.221,40.156
05-07-18,shot,unarmed,26,M,W,Devil's Lake,ND,FALSE,attack,Foot,TRUE,-98.865,48.113
05-07-18,shot,knife,62,M,A,Louisville,KY,FALSE,other,Not fleeing,FALSE,-85.762,38.174
05-07-18,shot,gun,33,F,H,Tempe,AZ,FALSE,attack,Other,FALSE,-111.978,33.393
05-07-18,shot,gun,55,M,W,Eustis,FL,TRUE,other,Not fleeing,FALSE,-81.686,28.853
05-07-18,shot,toy weapon,38,M,W,Calaveras County,CA,TRUE,attack,Not fleeing,FALSE,-120.613,38.19
06-07-18,shot,gun,43,M,B,Overland Park,KS,FALSE,attack,Not fleeing,FALSE,-94.696,38.986
06-07-18,shot,incendiary device,38,M,A,Copper Center,AK,FALSE,other,,TRUE,-145.331,61.98
07-07-18,shot,unarmed,27,M,W,Amity,OR,FALSE,attack,Foot,FALSE,-123.202,45.122
07-07-18,shot,knife,52,M,W,Jacksonville,FL,TRUE,attack,Not fleeing,FALSE,-81.627,30.443
07-07-18,shot,unknown weapon,,M,,Adams County,CO,FALSE,attack,Other,FALSE,-104.987,39.824
07-07-18,shot,unarmed,37,M,B,Vineland,NJ,FALSE,undetermined,,FALSE,-75.027,39.487
08-07-18,shot,gun,,M,,Westminster,CA,FALSE,other,Other,FALSE,-118.021,33.744
08-07-18,shot,gun,34,M,W,Tucson,AZ,FALSE,other,Not fleeing,FALSE,-110.767,32.222
08-07-18,shot,gun,41,M,W,Grand Forks,ND,TRUE,other,Not fleeing,FALSE,,
10-07-18,shot,knife,40,M,W,Garland,TX,FALSE,attack,Not fleeing,FALSE,-95.667,33.122
10-07-18,shot,gun,53,M,H,Miami,FL,FALSE,attack,Car,FALSE,-80.288,25.882
10-07-18,shot,gun,21,M,W,Casper,WY,TRUE,other,Car,FALSE,-106.353,42.829
11-07-18,shot,knife,45,F,W,Willis,TX,FALSE,other,Not fleeing,FALSE,-95.541,30.461
11-07-18,shot,toy weapon,34,M,H,Los Banos,CA,FALSE,other,Not fleeing,FALSE,-120.845,37.062
11-07-18,shot,gun,22,M,H,Las Vegas,NV,FALSE,attack,Car,FALSE,-115.124,36.165
13-07-18,shot,gun,25,M,H,Dilley,TX,FALSE,attack,Not fleeing,TRUE,-99.169,28.671
13-07-18,shot and Tasered,knife,16,M,W,Chanhassen,MN,TRUE,attack,Not fleeing,TRUE,-93.584,44.891
14-07-18,shot,gun,37,M,B,Chicago,IL,FALSE,other,Foot,TRUE,-87.576,41.766
14-07-18,shot,gun,68,M,B,Florence,SC,FALSE,attack,Not fleeing,FALSE,-79.835,34.187
15-07-18,shot,gun,25,M,B,Kansas City,MO,FALSE,attack,Not fleeing,FALSE,,
15-07-18,shot,gun,34,M,W,Alvin,TX,TRUE,attack,Not fleeing,FALSE,-95.259,29.42
15-07-18,shot,gun,23,M,H,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE,-106.639,35.07
17-07-18,shot,unknown weapon,25,M,W,Altoona,IA,FALSE,other,Car,FALSE,-93.466,41.655
17-07-18,shot,gun,57,M,H,Sparks,NV,FALSE,other,,FALSE,-119.765,39.552
17-07-18,shot,gun,27,M,H,Tucson,AZ,FALSE,attack,Car,FALSE,-110.926,32.178
17-07-18,shot,gun,51,M,W,Lenoir,NC,FALSE,attack,Not fleeing,FALSE,-81.529,35.94
18-07-18,shot,gun,30,M,H,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE,-106.716,35.131
18-07-18,shot,gun,33,M,W,Fletcher,NC,FALSE,attack,Not fleeing,FALSE,-82.503,35.425
18-07-18,shot,gun,,M,W,Pattison,TX,FALSE,attack,Not fleeing,FALSE,-95.992,29.821
19-07-18,shot,gun,19,M,H,Peoria,IL,FALSE,other,Foot,FALSE,-89.621,40.681
19-07-18,shot,gun,22,M,H,Pico Rivera,CA,FALSE,other,Other,FALSE,-118.09,33.969
20-07-18,shot,toy weapon,37,M,H,Fresno,CA,FALSE,attack,Not fleeing,FALSE,-119.829,36.755
20-07-18,shot,gun,19,M,W,San Antonio,TX,FALSE,attack,Foot,FALSE,-98.709,29.458
20-07-18,shot,gun,33,M,O,Puna,HI,FALSE,attack,Car,FALSE,-154.951,19.498
20-07-18,shot,gun,38,M,W,Lady Lake,FL,FALSE,attack,Not fleeing,FALSE,-81.96,28.91
20-07-18,shot,gun,45,M,H,Riverside,CA,FALSE,attack,Car,FALSE,-117.439,33.946
21-07-18,shot,gun and car,39,M,W,Tucson,AZ,FALSE,attack,Foot,FALSE,-111.087,32.131
21-07-18,shot,vehicle,21,M,H,Mesa,AZ,FALSE,attack,Not fleeing,FALSE,-111.875,33.393
21-07-18,shot,knife,56,M,W,Toledo,OH,FALSE,attack,Not fleeing,FALSE,-83.647,41.595
21-07-18,shot,unarmed,27,F,H,Los Angeles,CA,FALSE,other,Foot,TRUE,-118.272,34.107
21-07-18,shot,toy weapon,50,M,H,Anaheim,CA,TRUE,other,Foot,FALSE,-117.925,33.828
22-07-18,shot,vehicle,16,M,W,Bixby,OK,FALSE,attack,Car,FALSE,-95.883,35.926
22-07-18,shot,gun,18,M,W,Hanover,CO,FALSE,attack,Not fleeing,FALSE,-104.474,38.564
22-07-18,shot,unknown weapon,38,M,H,Riverside,CA,FALSE,other,Not fleeing,FALSE,-117.325,33.983
22-07-18,shot,box cutter,32,M,H,Highland,CA,FALSE,attack,Foot,FALSE,-117.222,34.123
23-07-18,shot,machete,33,M,H,Burlington,NC,TRUE,other,Not fleeing,FALSE,-73.18,44.457
23-07-18,shot,gun,71,M,W,Bristol,VA,TRUE,attack,Not fleeing,FALSE,-82.162,36.606
23-07-18,shot,knife,30,M,H,Silver Spring,MD,TRUE,other,Not fleeing,FALSE,-76.95,39.071
24-07-18,shot,vehicle,39,F,W,Soddy-Daisy,TN,FALSE,attack,Car,FALSE,-85.169,35.313
24-07-18,shot,gun,19,M,B,Starke,FL,FALSE,other,Car,FALSE,-82.109,29.951
24-07-18,shot,gun,44,M,W,Seaside,OR,FALSE,other,Not fleeing,TRUE,-123.925,45.985
25-07-18,shot,vehicle,54,M,W,Spokane,WA,FALSE,attack,Car,FALSE,-117.363,47.646
25-07-18,shot,gun,29,M,B,Memphis,TN,TRUE,attack,Not fleeing,TRUE,-90.06,35.055
25-07-18,shot,gun,,M,H,Amarillo,TX,FALSE,other,Not fleeing,FALSE,-101.81,35.193
25-07-18,shot,unarmed,56,M,W,Lake Havasu,AZ,TRUE,other,Not fleeing,TRUE,,
25-07-18,shot,gun,64,M,W,LaFollette,TN,TRUE,attack,Not fleeing,FALSE,-83.996,36.428
26-07-18,shot,gun,25,M,B,Nashville,TN,FALSE,other,Foot,TRUE,-86.8,36.161
26-07-18,shot,gun,43,M,,Walton County,GA,FALSE,attack,Foot,FALSE,-83.654,33.69
26-07-18,shot,gun,18,M,H,Kent Station,WA,FALSE,other,Not fleeing,FALSE,-122.233,47.385
26-07-18,shot,gun,36,M,W,Lakemoor,IL,FALSE,other,Not fleeing,FALSE,-88.183,42.337
26-07-18,shot,toy weapon,24,M,H,Redondo Beach,CA,FALSE,undetermined,Not fleeing,FALSE,-118.366,33.878
26-07-18,shot,gun,30,M,W,Springdale,AR,FALSE,attack,Not fleeing,FALSE,-94.043,36.169
26-07-18,shot,gun,53,M,A,Nanakuli,HI,TRUE,attack,Not fleeing,FALSE,-158.137,21.389
27-07-18,shot,unarmed,60,F,B,Savannah,GA,FALSE,other,,FALSE,-81.123,32.085
27-07-18,shot,gun,32,M,H,Los Angeles,CA,FALSE,attack,Not fleeing,TRUE,-118.462,34.21
28-07-18,shot,gun,25,M,B,Toledo,OH,FALSE,other,Foot,TRUE,-83.542,41.683
28-07-18,shot,unarmed,44,M,H,South Whitehall Township,PA,FALSE,undetermined,Not fleeing,FALSE,-75.53,40.576
28-07-18,shot,undetermined,32,M,W,Pineville,LA,FALSE,undetermined,Car,FALSE,-92.414,31.34
28-07-18,shot,gun,33,M,W,Aberdeen,NC,FALSE,attack,Not fleeing,FALSE,-79.478,35.134
29-07-18,shot,vehicle,,M,,Adams County,CO,FALSE,attack,Car,FALSE,-105.02,39.814
30-07-18,shot,gun,,M,W,Aurora,CO,FALSE,other,Not fleeing,FALSE,-104.824,39.747
31-07-18,shot,gun,35,M,B,Mississippi County,AR,FALSE,attack,Foot,FALSE,,
31-07-18,shot,gun,23,M,H,Glendale,AZ,FALSE,attack,Not fleeing,FALSE,-111.774,33.379
01-08-18,shot,gun,27,M,B,Oxon Hill,MD,FALSE,other,Foot,FALSE,-76.99,38.803
01-08-18,shot,gun,53,M,W,Tucson,AZ,FALSE,other,Not fleeing,FALSE,-110.913,32.141
01-08-18,shot,gun,35,M,H,Hereford,TX,FALSE,attack,Not fleeing,FALSE,-102.415,34.809
01-08-18,shot,gun,41,M,B,Sussex County,VA,FALSE,attack,Car,FALSE,-77.459,37.918
02-08-18,shot,vehicle,57,M,,Westminster,CO,FALSE,attack,Car,FALSE,-105.053,39.914
02-08-18,shot,toy weapon,18,M,W,Apopka,FL,FALSE,attack,Not fleeing,FALSE,-81.543,28.624
03-08-18,shot,gun,34,M,B,Pine Bluff,AR,FALSE,attack,Not fleeing,FALSE,-92.031,34.246
03-08-18,shot,gun,49,M,W,Trumann,AR,TRUE,attack,Not fleeing,FALSE,,
03-08-18,shot,gun,31,M,W,Deer Park,WA,TRUE,attack,Not fleeing,FALSE,-117.459,47.997
03-08-18,shot,Taser,29,M,H,Seville,FL,TRUE,other,Not fleeing,TRUE,-81.493,29.316
04-08-18,shot,gun,33,M,W,Liberty,MO,TRUE,attack,Not fleeing,FALSE,-94.439,39.234
04-08-18,shot,gun,38,M,W,Delray Beach,FL,TRUE,other,Not fleeing,FALSE,-80.101,26.451
05-08-18,shot,gun,43,M,N,St. Paul,MN,FALSE,other,Not fleeing,TRUE,-93.138,44.952
05-08-18,shot,gun,58,M,,Hesperia,CA,FALSE,other,Not fleeing,FALSE,-117.351,34.421
05-08-18,shot,baseball bat,29,M,W,Las Cruces,NM,TRUE,attack,Not fleeing,FALSE,-106.768,32.339
05-08-18,shot,gun,68,M,W,Van Buren,AR,FALSE,attack,Not fleeing,FALSE,-94.368,35.472
06-08-18,shot,knife,62,M,B,Las Vegas,NV,TRUE,attack,Not fleeing,TRUE,-115.17,36.183
06-08-18,shot,metal pipe,39,M,B,Atlanta,GA,FALSE,attack,Not fleeing,FALSE,-84.449,33.807
06-08-18,shot,gun,59,M,B,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE,-75.164,40.025
07-08-18,shot,gun,24,M,W,Monroe County,IN,FALSE,attack,Not fleeing,TRUE,-86.606,39.108
07-08-18,shot,gun,70,M,H,Los Angeles,CA,FALSE,other,,FALSE,-118.257,34.009
07-08-18,shot,gun,42,M,H,Salt River Reservation,AZ,FALSE,other,Other,FALSE,-111.767,33.517
07-08-18,shot,vehicle,26,M,W,Shreveport,LA,FALSE,other,Car,FALSE,-93.746,32.492
08-08-18,shot,vehicle,24,M,W,Carthage,TN,FALSE,attack,Not fleeing,FALSE,-85.95,36.263
08-08-18,shot,chain,48,M,B,San Diego,CA,FALSE,attack,Not fleeing,FALSE,-117.108,32.694
08-08-18,shot,knife,,M,,Las Vegas,NV,TRUE,attack,Not fleeing,TRUE,-115.054,36.102
08-08-18,shot,knife,54,M,B,Omaha,NE,FALSE,attack,Not fleeing,FALSE,-95.94,41.272
09-08-18,shot,gun,48,M,B,Philadelphia,PA,FALSE,attack,Foot,FALSE,-75.179,39.927
09-08-18,shot,gun,37,M,W,Durham,NC,TRUE,attack,Not fleeing,TRUE,-78.995,35.955
09-08-18,shot,gun,40,M,B,Landover,MD,FALSE,other,Foot,FALSE,-76.871,38.913
09-08-18,shot,gun,28,M,B,Columbus,OH,FALSE,attack,Foot,FALSE,-82.999,40.065
10-08-18,shot,gun,43,M,W,Denham Springs,LA,FALSE,attack,,FALSE,-90.929,30.591
11-08-18,shot,gun,49,M,,Akron,OH,TRUE,attack,Foot,FALSE,-81.569,41.033
12-08-18,shot,knife,35,M,W,Hawkins,WI,TRUE,undetermined,Not fleeing,FALSE,-90.72,45.509
12-08-18,shot,gun,21,M,H,Los Angeles,CA,FALSE,attack,Foot,FALSE,-118.162,34.044
12-08-18,shot,gun,40,M,B,Waynesboro,VA,FALSE,attack,Car,FALSE,-78.889,38.068
13-08-18,shot,gun,32,M,B,Oklahoma City,OK,FALSE,attack,Foot,FALSE,-97.601,35.435
13-08-18,shot,gun,48,M,B,Milwaukee,WI,TRUE,other,Not fleeing,TRUE,-87.924,43.021
13-08-18,shot,gun,32,M,,Richton Park,IL,FALSE,attack,Foot,TRUE,-87.701,41.481
13-08-18,shot,gun,31,M,W,Creston,IA,TRUE,other,Not fleeing,FALSE,-94.386,41.053
14-08-18,shot,gun and knife,,M,H,Fresno,CA,TRUE,attack,Not fleeing,TRUE,-119.736,36.739
16-08-18,shot,gun,58,M,W,Olustee,FL,FALSE,attack,Not fleeing,FALSE,-82.429,30.204
16-08-18,shot,knife,30,M,B,Wasilla,AK,FALSE,attack,Not fleeing,FALSE,-149.439,61.581
17-08-18,shot and Tasered,gun,21,M,B,Austin,TX,FALSE,attack,,FALSE,-97.743,30.268
18-08-18,shot,gun,15,M,H,Ceres,CA,FALSE,other,Other,TRUE,-120.801,37.58
18-08-18,shot,knife,30,M,W,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,-118.401,34.015
18-08-18,shot and Tasered,gun,28,M,H,Phoenix,AZ,FALSE,other,Foot,FALSE,-112.091,33.392
