,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2438,27-06-17,shot and Tasered,gun,35.0,M,H,Amarillo,TX,False,attack,Foot,False,-101.806,35.203
2439,28-06-17,shot,gun,,M,,Los Angeles,CA,True,attack,Not fleeing,True,-118.26299999999999,34.059
2440,28-06-17,shot,screwdriver,37.0,M,B,Nashville,TN,False,attack,Not fleeing,False,-86.802,36.141999999999996
2441,29-06-17,shot,unarmed,45.0,M,B,Indianapolis,IN,False,other,Car,False,-86.179,39.799
2442,29-06-17,shot,toy weapon,41.0,M,H,Burbank,CA,False,attack,Not fleeing,False,-118.322,34.19
2443,29-06-17,shot,,23.0,M,B,Marietta,GA,False,other,Not fleeing,False,-84.50399999999999,33.935
2444,29-06-17,shot,Taser,37.0,M,H,Deltona,FL,False,other,Not fleeing,False,-81.264,28.910999999999998
2445,30-06-17,shot,gun,32.0,F,,Denver,CO,False,attack,Car,False,-104.992,39.696999999999996
2446,30-06-17,shot,unarmed,23.0,M,W,Loveland,CO,False,attack,Foot,False,-105.03,40.588
2447,30-06-17,shot,gun,33.0,M,H,Westminster,CO,False,other,Foot,False,-105.035,39.82
2448,01-07-17,shot,gun,23.0,M,H,Glendale,AZ,False,other,Not fleeing,True,-112.234,33.538000000000004
2449,01-07-17,shot,gun,37.0,M,B,Lawndale,IL,False,other,Not fleeing,True,-87.734,41.851000000000006
2450,01-07-17,shot,knife,19.0,M,A,Fort Collins,CO,True,other,Not fleeing,True,-105.087,40.567
2451,02-07-17,shot,gun,39.0,M,W,Norfolk,VA,True,attack,Not fleeing,False,-76.202,36.93
2452,03-07-17,shot,gun,53.0,M,W,Spokane,WA,False,other,Not fleeing,True,-117.37100000000001,47.601000000000006
2453,03-07-17,shot,gun,51.0,M,W,Fishers,IN,True,attack,Not fleeing,False,-86.027,39.966
2454,03-07-17,shot,gun,25.0,M,W,Hillsboro,OR,False,attack,Foot,False,-122.948,45.533
2455,03-07-17,shot,gun,45.0,M,W,Bonaire,GA,False,undetermined,Not fleeing,False,-83.58200000000001,32.542
2456,04-07-17,shot,gun,,M,,Federal Heights,CO,False,undetermined,Not fleeing,False,-105.008,39.852
2457,04-07-17,shot,gun,28.0,M,H,Albuquerque,NM,False,undetermined,Other,False,-106.72200000000001,35.053000000000004
2458,04-07-17,shot,knife,36.0,M,B,Vandalia,OH,False,attack,Not fleeing,False,-84.191,39.891
2459,04-07-17,shot,,32.0,M,H,Centerville,UT,True,undetermined,Car,False,-111.9,40.922
2460,04-07-17,shot,gun,39.0,M,W,Belleville,IL,True,attack,Not fleeing,False,-90.014,38.516999999999996
2461,04-07-17,shot,gun,46.0,M,W,Richland,WA,False,other,Not fleeing,False,-119.353,46.266000000000005
2462,04-07-17,shot,gun,53.0,M,N,Pleasant View,CO,False,attack,Not fleeing,False,-108.831,37.55
2463,04-07-17,shot,gun,42.0,M,B,Antioch,CA,False,other,Car,False,-121.788,38.009
2464,05-07-17,shot,gun,34.0,M,B,New York,NY,False,attack,Foot,False,,
2465,05-07-17,shot,gun,29.0,F,W,Des Moines,IA,False,attack,Foot,True,-93.601,41.608000000000004
2466,05-07-17,shot,chainsaw,53.0,M,W,Maeystown,IL,False,other,Not fleeing,False,-90.23,38.23
2467,05-07-17,shot,gun,45.0,M,W,Sallisaw,OK,False,attack,Not fleeing,False,-94.804,35.449
2468,05-07-17,shot,unarmed,24.0,M,H,Vista,CA,False,undetermined,Foot,False,-117.25299999999999,33.2
2469,05-07-17,shot,gun,51.0,M,W,Madison,ME,False,attack,,False,-69.78699999999999,44.791000000000004
2470,06-07-17,shot,undetermined,35.0,M,H,Plant City,FL,False,other,Car,False,-82.105,28.008000000000003
2471,06-07-17,shot,unarmed,27.0,M,B,Mamou,LA,False,other,Not fleeing,False,-92.40700000000001,30.593000000000004
2472,07-07-17,shot,unarmed,33.0,M,B,Marietta,GA,True,attack,Not fleeing,False,-84.477,33.900999999999996
2473,07-07-17,shot,undetermined,16.0,M,W,Huntsville,AL,False,attack,Car,False,-86.61200000000001,34.711999999999996
2474,07-07-17,shot,gun,30.0,M,B,Columbus,OH,False,undetermined,Not fleeing,True,,
2475,08-07-17,shot,knife,22.0,M,A,Lacey,WA,True,other,Not fleeing,False,,
2476,08-07-17,shot,knife,23.0,M,B,Crescent City,FL,True,other,Not fleeing,False,-81.531,29.448
2477,08-07-17,shot,gun,50.0,F,W,Newton Grove,NC,False,attack,Not fleeing,False,-78.367,35.236
2478,09-07-17,shot,gun,28.0,M,W,Uniontown,OH,False,attack,Not fleeing,False,-81.36399999999999,40.955999999999996
2479,09-07-17,shot,gun,34.0,M,W,Bainbridge Island,WA,False,attack,Not fleeing,False,,
2480,09-07-17,shot,gun,24.0,M,H,Chicago,IL,False,attack,Foot,False,-87.75200000000001,41.933
2481,09-07-17,shot,gun,54.0,M,B,Akron,OH,False,attack,Not fleeing,False,-81.569,41.122
2482,10-07-17,shot,,26.0,M,W,Mt Airy,MD,False,attack,Not fleeing,False,-77.206,39.34
2483,10-07-17,shot,gun,39.0,M,W,North Branch,MN,False,attack,Car,False,,
2484,11-07-17,shot,gun,34.0,M,W,Milwaukee,WI,True,other,Car,False,,
2485,11-07-17,shot,knife,27.0,M,W,Las Vegas,NV,True,undetermined,,True,-115.229,36.235
2486,11-07-17,shot,gun,48.0,M,W,Poplar Bluff,MO,False,other,Not fleeing,False,-90.429,36.783
2487,11-07-17,shot,knife,47.0,M,B,Leavenworth,KS,False,undetermined,Not fleeing,False,-94.91,39.302
2488,11-07-17,shot,gun,54.0,M,W,Golden Valley,AZ,False,attack,Foot,False,-114.223,35.222
2489,12-07-17,shot,gun,33.0,M,N,Oklahoma City,OK,False,attack,Not fleeing,False,-97.56700000000001,35.442
2490,12-07-17,shot,undetermined,40.0,M,W,Lake View,SC,True,other,Not fleeing,False,-79.252,34.348
2491,12-07-17,shot,blunt object,58.0,M,W,Grover Beach,CA,False,other,Not fleeing,False,-120.619,35.124
2492,13-07-17,shot,gun,55.0,M,W,Pima,AZ,False,undetermined,,False,-111.223,32.091
2493,13-07-17,shot,knife,47.0,M,W,Crystal Springs,FL,True,other,Not fleeing,False,-82.182,28.195
2494,13-07-17,shot,knife,42.0,M,H,Goodyear,AZ,False,attack,Not fleeing,False,,
2495,15-07-17,shot,gun,29.0,M,H,Los Angeles,CA,False,undetermined,Foot,False,-118.428,34.259
2496,15-07-17,shot,unarmed,40.0,F,W,Minneapolis,MN,False,undetermined,Not fleeing,False,-93.318,44.851000000000006
2497,15-07-17,shot,gun,23.0,M,B,Moreno Valley,CA,True,other,Not fleeing,False,-117.273,33.936
2498,15-07-17,shot,gun,23.0,M,W,Arlington,TX,False,attack,Foot,False,-97.169,32.718
2499,17-07-17,shot,gun,25.0,F,B,Norfolk,VA,False,attack,Not fleeing,False,-76.315,36.944
2500,17-07-17,shot,gun,52.0,M,H,Las Cruces,NM,False,attack,Not fleeing,True,-106.76299999999999,32.304
2501,17-07-17,shot,gun,43.0,M,W,Culpeper,VA,False,attack,Car,False,-78.098,38.522
2502,17-07-17,shot,gun,37.0,M,H,San Antonio,TX,False,attack,Not fleeing,False,-98.54,29.41
2503,18-07-17,shot,gun,32.0,M,W,Clay,AL,True,attack,Not fleeing,False,-86.613,33.705
2504,18-07-17,shot,gun,70.0,M,W,Springfield,OR,True,other,Not fleeing,False,-123.01799999999999,44.068000000000005
2505,18-07-17,shot,gun,36.0,M,,Eagar,AZ,False,other,Not fleeing,False,-109.292,34.123000000000005
2506,19-07-17,shot,gun,24.0,M,W,Fair Oaks,CA,False,attack,Not fleeing,False,-121.264,38.65
2507,19-07-17,shot,knife,24.0,M,H,Santa Fe,NM,True,other,Not fleeing,True,-105.95100000000001,35.649
2508,19-07-17,shot,unarmed,38.0,M,O,Saginaw,MI,False,attack,Not fleeing,False,-84.006,43.403
2509,20-07-17,shot,gun,52.0,M,W,Neosho,MO,False,attack,Not fleeing,False,-94.34299999999999,36.869
2510,20-07-17,shot,gun,27.0,M,B,St. Louis,MO,False,attack,Car,False,-90.26,38.701
2511,21-07-17,shot,knife,22.0,M,H,Santa Ana,CA,False,other,Not fleeing,False,-117.876,33.769
2512,21-07-17,shot,gun,42.0,M,H,Mission,TX,False,attack,Foot,False,-98.339,26.22
2513,21-07-17,shot,gun,70.0,M,,Paulden,AZ,False,attack,Not fleeing,True,-112.455,34.773
2514,23-07-17,shot,toy weapon,49.0,M,W,Spencer,MA,False,attack,Car,False,-72.025,42.288999999999994
2515,23-07-17,shot,gun,59.0,M,W,Eau Claire,WI,True,attack,Not fleeing,False,-91.523,44.843999999999994
2516,23-07-17,shot,gun,41.0,M,H,Southaven,MS,False,attack,Not fleeing,False,-90.007,34.946
2517,23-07-17,shot,knife,34.0,M,W,Chico,CA,False,attack,Not fleeing,True,-121.837,39.728
2518,24-07-17,shot,gun,31.0,M,W,St. Louis,MO,True,attack,Car,False,-90.336,38.510999999999996
2519,25-07-17,shot,ax,23.0,M,W,Richmond,VA,True,other,Foot,False,-77.442,37.542
2520,25-07-17,shot,gun,28.0,M,W,Jacksonville,FL,False,attack,Car,False,-81.771,30.273000000000003
2521,25-07-17,shot,gun,33.0,M,H,Avondale,AZ,True,attack,Not fleeing,False,-112.29899999999999,33.493
2522,25-07-17,shot,toy weapon,16.0,M,B,Marion,AR,False,attack,Not fleeing,False,-90.199,35.226
2523,26-07-17,shot,gun,35.0,M,W,Phoenix,AZ,False,attack,Other,False,-112.135,33.684
2524,26-07-17,shot,gun,26.0,M,W,San Antonio,TX,False,attack,Not fleeing,False,-98.60600000000001,29.465999999999998
2525,26-07-17,shot,knife,62.0,F,W,Vero Beach,FL,True,attack,Not fleeing,False,-80.45,27.615
2526,26-07-17,shot,,25.0,M,B,Dayton,OH,False,attack,Car,False,-84.198,39.812
2527,27-07-17,shot,blunt object,25.0,M,H,Avenal,CA,False,attack,Not fleeing,False,-120.131,36.013000000000005
2528,27-07-17,shot,knife,31.0,M,W,Wenatchee,WA,False,other,Not fleeing,False,-120.325,47.43600000000001
2529,27-07-17,shot,knife,35.0,M,H,Chowchilla,CA,False,attack,Not fleeing,False,-120.258,37.119
2530,27-07-17,shot,gun,46.0,M,W,Los Angeles,CA,False,other,Not fleeing,False,-118.333,34.102
2531,27-07-17,shot,gun,39.0,M,B,Homer,LA,False,attack,Car,False,,
2532,27-07-17,shot,gun,26.0,M,W,Grand Terrace,CA,False,attack,Not fleeing,False,-117.31700000000001,34.021
2533,28-07-17,shot,,37.0,M,H,Albuquerque,NM,False,attack,Car,False,-106.665,34.992
2534,28-07-17,shot,knife,32.0,M,W,Glenville,NY,True,other,Not fleeing,False,-73.923,42.888000000000005
2535,28-07-17,shot,gun,31.0,M,B,Kansas City,MO,False,attack,Not fleeing,False,-94.552,39.046
2536,29-07-17,shot,gun,48.0,M,W,Melba,ID,False,attack,Car,False,-116.762,43.435
2537,29-07-17,shot,gun,29.0,M,B,Norco,CA,False,attack,Car,False,-117.571,33.902
2538,31-07-17,shot,knife,32.0,M,B,Brooklyn,NY,True,attack,Not fleeing,False,-73.96300000000001,40.634
2539,31-07-17,shot,unarmed,28.0,M,B,Oshkosh,WI,False,attack,Car,True,-88.56,44.012
2540,31-07-17,shot,gun,43.0,M,W,Albuquerque,NM,False,attack,Not fleeing,True,-106.615,35.109
2541,31-07-17,shot and Tasered,gun,39.0,M,H,Los Banos,CA,True,attack,Not fleeing,False,-120.82,37.053000000000004
2542,01-08-17,shot,,37.0,M,B,Waco,TX,False,attack,Car,False,-97.17399999999999,31.573
2543,01-08-17,shot,gun,39.0,M,W,Visalia,CA,False,attack,Foot,False,,
2544,01-08-17,shot,knife,42.0,M,W,Mt. Airy,NC,False,other,Not fleeing,False,-80.67399999999999,36.492
2545,01-08-17,shot,gun,33.0,M,H,Yuba City,CA,False,attack,Not fleeing,False,-121.26299999999999,39.361999999999995
2546,01-08-17,shot,gun,25.0,M,H,Las Vegas,NV,True,attack,Not fleeing,True,-115.195,36.105
2547,02-08-17,shot,gun,29.0,M,B,Coushatta,LA,True,attack,Not fleeing,False,-93.329,32.001999999999995
2548,02-08-17,shot,machete,45.0,M,H,Richmond,CA,False,attack,Car,False,-122.324,37.988
2549,02-08-17,shot,gun,27.0,M,B,Atlanta,GA,True,attack,Not fleeing,False,-84.256,33.760999999999996
2550,02-08-17,shot,,28.0,M,W,Mannington,WV,False,other,Car,False,-80.294,39.496
2551,03-08-17,shot,gun,57.0,M,W,Lima,OH,False,attack,Not fleeing,False,-84.10700000000001,40.762
2552,03-08-17,shot,gun,15.0,M,B,Gary,IN,False,attack,Foot,False,-87.40100000000001,41.583
2553,04-08-17,shot,gun,33.0,M,W,Surfside Beach,SC,True,attack,Not fleeing,False,-78.97,33.63
2554,04-08-17,shot,gun,35.0,M,W,Spanish Springs,NV,False,other,Not fleeing,False,-119.70299999999999,39.666
2555,04-08-17,shot,gun,47.0,M,B,San Diego,CA,False,other,Not fleeing,False,-117.163,32.726
2556,04-08-17,shot,toy weapon,31.0,M,W,Lauderdale County,MS,True,attack,Not fleeing,True,-88.594,32.283
2557,04-08-17,shot,gun,36.0,F,W,Marine City,MI,False,other,Not fleeing,False,-82.50200000000001,42.70399999999999
2558,04-08-17,shot,gun,54.0,M,W,Mead Township,PA,False,other,Not fleeing,False,-79.065,41.748999999999995
2559,05-08-17,shot,gun,24.0,M,W,New Straitsville,OH,False,attack,Not fleeing,False,-82.234,39.577
2560,05-08-17,shot and Tasered,knife,35.0,M,H,Santa Rosa,CA,True,attack,Not fleeing,True,-122.742,38.459
2561,06-08-17,shot,knife,32.0,M,W,Bon Aqua,TN,False,other,Foot,False,-87.434,35.97
2562,06-08-17,shot,gun,28.0,M,B,Kansas City,MO,False,attack,Foot,False,-94.553,39.063
2563,07-08-17,shot,knife,45.0,M,H,North Bergen,NJ,False,attack,Not fleeing,False,-74.035,40.779
2564,07-08-17,shot,knife,29.0,M,H,Wichita,KS,False,other,Not fleeing,False,-97.339,37.705999999999996
2565,07-08-17,shot,unarmed,36.0,M,W,Blue Summit,MO,False,other,Car,False,-94.476,39.089
2566,08-08-17,shot,gun,23.0,M,W,Junction City,KS,True,attack,Not fleeing,False,-96.86,39.019
2567,08-08-17,shot,gun,17.0,M,B,Dalton,IL,False,other,Other,False,-87.587,41.659
2568,09-08-17,shot,,20.0,M,B,Kent,WA,False,attack,Car,False,-122.20200000000001,47.39
2569,10-08-17,shot,gun,33.0,M,W,Dyer,IN,False,attack,,False,-87.51799999999999,41.472
2570,10-08-17,shot,gun,49.0,M,W,Los Angeles,CA,False,attack,Not fleeing,False,-118.50200000000001,34.062
2571,11-08-17,shot,gun,,M,,Channelview,TX,False,attack,Not fleeing,False,-95.135,29.791
2572,11-08-17,shot,gun,31.0,M,B,Philadelphia,PA,True,other,Not fleeing,False,-75.163,39.91
2573,12-08-17,shot,knife,35.0,M,H,Frederickstown,WA,False,attack,Not fleeing,False,-122.355,47.083999999999996
2574,13-08-17,shot,gun,24.0,M,W,Habersham,GA,False,other,Not fleeing,False,-83.446,34.596
2575,13-08-17,shot,gun,54.0,M,W,La Crosse,WI,False,other,Car,False,-91.23700000000001,43.8
2576,13-08-17,shot,machete,41.0,M,W,Cosby,TN,False,attack,Foot,False,-83.251,35.857
2577,13-08-17,shot,knife,50.0,M,B,Salt Lake City,UT,False,other,Foot,True,-111.88799999999999,40.747
2578,13-08-17,shot,sword,46.0,M,B,Kennewick,WA,True,attack,Not fleeing,False,-119.13799999999999,46.211999999999996
2579,14-08-17,shot,toy weapon,45.0,M,W,Colorado Springs,CO,False,attack,Foot,False,-104.771,38.836
2580,14-08-17,shot,gun,20.0,M,W,Jacksonville,FL,False,attack,Not fleeing,False,-81.736,30.221
2581,15-08-17,shot,undetermined,37.0,M,B,Thomasville,GA,False,undetermined,Not fleeing,True,-83.979,30.826
2582,16-08-17,shot,gun,34.0,M,B,Los Angeles,CA,False,undetermined,Foot,False,-118.25299999999999,33.929
2583,16-08-17,shot,gun,54.0,M,W,Livermore,CA,True,attack,Not fleeing,False,-121.79,37.698
2584,17-08-17,shot,undetermined,65.0,M,W,Crenshaw County,AL,False,undetermined,Not fleeing,False,-86.181,31.759
2585,17-08-17,shot,knife,28.0,M,H,Phoenix,AZ,True,other,Not fleeing,False,-112.029,33.459
2586,18-08-17,shot,knife,60.0,M,,Bloomfield,NJ,False,other,Not fleeing,False,-74.191,40.818000000000005
2587,18-08-17,shot,gun,26.0,M,W,Fairchance,PA,False,attack,Not fleeing,False,-79.757,39.821
2588,18-08-17,shot,gun,25.0,M,B,Jacksonville,FL,False,attack,Not fleeing,False,-81.73100000000001,30.238000000000003
2589,19-08-17,shot,Taser,32.0,M,W,Homewood,AL,False,attack,Not fleeing,False,-86.824,33.449
2590,20-08-17,shot,gun,44.0,M,W,Yellville,AR,False,other,Not fleeing,False,-93.10799999999999,36.23
2591,20-08-17,shot,gun,32.0,M,B,Brick,NJ,False,attack,Not fleeing,False,-74.098,40.067
2592,20-08-17,shot,undetermined,,M,,Madera,CA,False,other,Foot,False,-119.794,36.923
2593,21-08-17,shot,toy weapon,42.0,M,W,Morganton,NC,False,attack,Not fleeing,False,-81.842,35.665
2594,21-08-17,shot,gun,66.0,M,W,Colorado City,CO,False,attack,Not fleeing,False,-104.802,37.955999999999996
2595,21-08-17,shot,knife,22.0,M,W,Franklin,WI,True,other,Other,False,-87.664,44.364
2596,21-08-17,shot,gun,51.0,M,B,Steubenville,OH,False,attack,Not fleeing,False,-80.61399999999999,40.36
2597,21-08-17,shot,gun,64.0,M,W,Pardeeville,WI,False,attack,Not fleeing,False,-89.309,43.532
2598,22-08-17,shot,knife,30.0,F,B,St. Louis,MO,False,attack,Not fleeing,False,-90.26799999999999,38.663000000000004
2599,22-08-17,shot,,71.0,M,H,Albuquerque,NM,False,attack,Car,False,-106.70299999999999,35.203
2600,22-08-17,shot,knife,30.0,M,W,Orcutt,CA,False,other,Foot,False,-120.42200000000001,34.895
2601,22-08-17,shot,gun,48.0,M,W,Los Angeles,CA,False,other,Not fleeing,False,-118.527,34.171
2602,22-08-17,shot,gun,56.0,M,W,Durham,CA,True,attack,Not fleeing,False,-121.77799999999999,39.646
2603,23-08-17,shot,gun,26.0,F,W,Olathe,KS,True,other,Not fleeing,False,-94.806,38.882
2604,24-08-17,shot,gun,28.0,M,W,Waterford Township,MI,True,other,Not fleeing,False,-83.34,42.68
2605,24-08-17,shot,gun,19.0,M,H,Lemon Grove,CA,False,attack,Foot,False,-117.016,32.725
2606,24-08-17,shot,gun,24.0,M,B,Orange,NJ,False,other,Foot,False,-74.23,40.772
2607,25-08-17,shot,gun,44.0,M,W,Jacksonville,FL,False,other,Not fleeing,False,-81.73100000000001,30.342
2608,25-08-17,shot,gun,28.0,F,W,Sunrise,FL,True,undetermined,Not fleeing,False,-80.277,26.169
2609,25-08-17,shot,unarmed,47.0,M,B,Woodville,GA,False,attack,Foot,False,-83.068,33.716
2610,26-08-17,shot,gun,18.0,M,B,Pine Bluff,AR,False,attack,Foot,True,-91.988,34.25
2611,27-08-17,shot,gun,26.0,M,H,Farmington,NM,False,attack,Not fleeing,False,-108.156,36.760999999999996
2612,27-08-17,shot,gun,33.0,M,W,Kettering,OH,False,other,Not fleeing,False,-84.12100000000001,39.716
2613,27-08-17,shot,knife,34.0,M,W,Sharpsburg,KY,False,attack,Foot,False,-83.865,38.248000000000005
2614,28-08-17,shot,gun,62.0,M,W,New Milford,CT,False,attack,Foot,False,-73.396,41.583
2615,28-08-17,shot,undetermined,24.0,M,B,Newton,KS,True,attack,Car,True,-97.323,38.047
2616,29-08-17,shot,baseball bat,55.0,M,B,Evansville,IN,True,other,Not fleeing,True,-87.569,37.974000000000004
2617,29-08-17,shot,gun,68.0,M,,Jacksonville,AL,False,attack,Not fleeing,False,-85.762,33.775
2618,29-08-17,shot,gun,22.0,M,W,Lincoln Parish,LA,False,attack,Not fleeing,False,-92.786,32.534
2619,29-08-17,shot,gun,46.0,F,W,Watagua,TX,True,other,Not fleeing,False,-97.249,32.861999999999995
2620,30-08-17,shot,unarmed,27.0,M,B,Miami,FL,False,other,Foot,False,-80.223,25.837
2621,30-08-17,shot,gun,32.0,M,N,Sacramento,CA,False,attack,Car,False,-121.383,38.611
2622,31-08-17,shot,gun,22.0,M,H,Bakersfield,CA,False,attack,Not fleeing,False,-119.021,35.311
2623,31-08-17,shot,gun,54.0,F,W,Fort Myers,FL,False,attack,Not fleeing,False,-81.91199999999999,26.430999999999997
2624,01-09-17,shot,toy weapon,32.0,M,W,Poultney,VT,True,attack,Not fleeing,False,-73.181,43.552
2625,01-09-17,shot,unknown weapon,45.0,M,W,Mount Hope,WI,False,other,Foot,False,-90.931,43.028999999999996
2626,01-09-17,shot,knife,36.0,M,W,Pittsfield,MA,True,other,Foot,False,-73.259,42.438
2627,02-09-17,shot,gun,,M,,Beaumont,CA,False,attack,Not fleeing,False,-116.95700000000001,33.921
2628,03-09-17,shot,gun,37.0,M,B,Milwaukee,WI,False,attack,Not fleeing,False,-87.961,43.097
2629,03-09-17,shot,gun,47.0,M,W,Longview,WA,False,other,Not fleeing,False,-122.965,46.151
2630,03-09-17,shot,unarmed,30.0,M,W,Akron,OH,True,attack,Not fleeing,True,-81.45,41.196999999999996
2631,03-09-17,shot,,31.0,M,B,Myrtle Beach,SC,False,attack,Car,False,-78.907,33.668
2632,04-09-17,shot,knife,44.0,M,W,Toledo,OH,False,attack,Not fleeing,False,-83.585,41.69
2633,04-09-17,shot and Tasered,chair,52.0,M,W,Columbus,GA,False,attack,Not fleeing,False,-84.95700000000001,32.422
2634,05-09-17,shot,vehicle,,F,,Spring,TX,False,attack,Car,False,-95.427,29.982
2635,05-09-17,shot,gun,67.0,M,,Hohenwald,TN,False,other,Not fleeing,False,-87.552,35.548
2636,05-09-17,shot,knife,16.0,M,W,Kendale Lakes,FL,False,attack,Not fleeing,False,-80.428,25.706999999999997
2637,06-09-17,shot,gun,29.0,M,H,Charlotte,NC,False,other,Not fleeing,False,-80.788,35.279
2638,06-09-17,shot,unarmed,42.0,M,W,Los Angeles,CA,False,attack,Not fleeing,False,-118.24700000000001,34.05
2639,06-09-17,shot,knife,31.0,M,B,New York,NY,True,other,Not fleeing,True,-73.834,40.888000000000005
2640,07-09-17,shot,gun,41.0,M,B,Sacramento,CA,False,attack,Car,False,-121.47,38.528
2641,08-09-17,shot,gun,45.0,M,W,Amarillo,TX,False,attack,Not fleeing,False,-101.882,35.222
2642,08-09-17,shot,undetermined,50.0,M,W,Monett,MO,True,other,Not fleeing,False,-93.928,36.929
2643,09-09-17,shot,gun,26.0,M,B,Arcata,CA,False,attack,Not fleeing,False,-124.087,40.869
2644,10-09-17,shot,gun,22.0,M,H,Youngtown,AZ,False,attack,Not fleeing,False,-112.302,33.6
2645,10-09-17,shot,gun,76.0,M,W,Huntersville,NC,False,attack,Not fleeing,False,-80.861,35.407
2646,10-09-17,shot,gun,58.0,M,H,Tacoma,WA,False,attack,Not fleeing,False,-122.479,47.206
2647,10-09-17,shot,gun,32.0,M,W,Plano,TX,False,attack,Not fleeing,False,-96.726,33.056
2648,10-09-17,shot,,19.0,M,H,Chicago,IL,False,attack,Not fleeing,True,-87.756,41.919
2649,11-09-17,shot,unknown weapon,25.0,M,N,Great Falls,MT,False,other,Foot,False,-111.25399999999999,47.515
2650,11-09-17,shot,gun,48.0,M,W,Hixson,TN,False,attack,Car,False,-85.193,35.187
2651,11-09-17,shot,toy weapon,39.0,M,H,Bassett,CA,False,attack,Not fleeing,False,-117.977,34.063
2652,13-09-17,shot,gun,31.0,M,H,Quartzsite,AZ,False,attack,Car,False,-114.229,33.662
2653,14-09-17,shot,knife,50.0,M,W,Frametown,WV,False,attack,Not fleeing,False,,
2654,15-09-17,shot,crowbar,15.0,M,H,Haymarket,VA,False,other,Not fleeing,False,-77.66199999999999,38.81
2655,15-09-17,shot,,48.0,M,W,Hallandale Beach,FL,True,attack,Car,False,,
2656,15-09-17,shot,unarmed,32.0,M,H,San Jose,CA,False,other,Car,False,-121.84200000000001,37.39
2657,16-09-17,shot,knife,21.0,,W,Atlanta,GA,True,other,Not fleeing,False,,
2658,17-09-17,shot,gun,37.0,M,W,Oak Harbor,WA,True,attack,Not fleeing,False,-122.64299999999999,48.293
2659,17-09-17,shot,gun,21.0,M,B,West Milford,WV,False,attack,Foot,False,-80.404,39.201
2660,17-09-17,shot and Tasered,knife,40.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,-118.213,34.029
2661,18-09-17,shot,gun,33.0,M,W,Piedmont,AL,True,other,Not fleeing,False,-85.557,33.915
2662,19-09-17,shot,gun and knife,25.0,M,W,Monroe,NC,False,attack,Car,True,-80.569,35.014
2663,19-09-17,shot,gun,55.0,M,W,Independence,VA,True,attack,Not fleeing,False,-81.118,36.637
2664,19-09-17,shot,undetermined,53.0,M,W,Bernice,LA,False,undetermined,,False,-92.505,32.801
2665,19-09-17,shot,gun,,M,,La Porte,TX,True,attack,Not fleeing,False,-95.073,29.67
2666,19-09-17,shot,knife,27.0,M,W,Chula Vista,CA,True,attack,Not fleeing,False,-117.045,32.616
2667,20-09-17,shot,pipe,35.0,M,H,Oklahoma City,OK,False,other,Not fleeing,False,-97.506,35.408
2668,20-09-17,shot,gun,25.0,M,B,Peoria,IL,True,other,Not fleeing,False,-89.63600000000001,40.724000000000004
2669,20-09-17,shot,gun,31.0,M,B,Huntsville,AL,True,attack,Not fleeing,False,-86.615,34.803000000000004
2670,21-09-17,shot,gun,70.0,M,W,Boswell,OK,False,attack,Car,False,-95.875,34.03
2671,21-09-17,shot,knife,40.0,M,W,Tacoma,WA,True,other,Not fleeing,False,-122.402,47.18600000000001
2672,21-09-17,shot,undetermined,25.0,M,O,Denver,CO,False,other,Car,False,-105.109,39.569
2673,21-09-17,shot,,38.0,M,H,Rockwall,TX,False,attack,Car,False,-96.463,32.927
2674,22-09-17,shot,gun and knife,26.0,M,H,Oceanside,CA,False,attack,Not fleeing,False,-117.29799999999999,33.179
2675,22-09-17,shot,gun,27.0,M,O,Huntington Beach,CA,True,attack,Not fleeing,False,-118.024,33.73
2676,22-09-17,shot,undetermined,,M,W,Denver,CO,False,other,Not fleeing,False,-104.911,39.857
2677,22-09-17,shot,gun,28.0,M,W,Mesa,AZ,True,attack,Not fleeing,False,-111.85,33.393
2678,22-09-17,shot,gun,40.0,M,W,Hattiesburg,MS,False,attack,Not fleeing,False,,
2679,22-09-17,shot,,44.0,M,W,Brooksville,FL,True,attack,Car,False,-82.416,28.517
2680,24-09-17,shot,gun,39.0,M,B,San Francisco,CA,False,other,Not fleeing,True,-122.413,37.796
2681,24-09-17,shot,gun,24.0,M,W,New Castle,IN,False,attack,Foot,False,-85.37200000000001,39.916
2682,25-09-17,shot,gun,32.0,M,B,Palmetto,FL,False,attack,Foot,False,-82.566,27.535999999999998
2683,25-09-17,shot,Taser,31.0,M,W,Las Vegas,NV,True,attack,Not fleeing,True,-115.167,36.16
2684,26-09-17,shot,gun,50.0,M,W,Fairview,TN,False,attack,Not fleeing,False,-87.094,35.994
2685,26-09-17,shot,gun,31.0,M,W,Eugene,OR,False,attack,Not fleeing,False,-123.125,44.093
2686,26-09-17,shot,gun,50.0,M,W,Coolin,ID,False,other,Not fleeing,False,-116.84100000000001,48.476000000000006
2687,27-09-17,shot,gun,45.0,M,B,Emeryville,CA,False,attack,Car,False,-122.29700000000001,37.84
2688,27-09-17,shot,gun,44.0,M,W,Spring Hill,FL,False,attack,Car,False,-82.478,28.44
2689,27-09-17,shot,gun,48.0,M,W,Griffin,GA,True,attack,Not fleeing,False,-84.285,33.273
